text	sentiment
Too hot is bad.	negative
Positive.	positive
"No, rarely."	negative
I love it.	positive
not rly eager	negative
"excitement, sometimes disguist"	neutral
"obviously, I do not rly like their taste (i'm a salad girlie throw and throw)"	negative
r;ly rly hate them. Hate the sweat!! (I'm an ice swimming girlie)	negative
Love them but they are super duper expensive to do regulary so i choose other sports	neutral
"Sometimes, depends if i agree with them"	neutral
Love swimming as long as there r no sharks and the water is below 18deg (otherwise I feel like i'm swimming in piss)	positive
A bit	neutral
Stress	negative
No	negative
Hate it	negative
Not a fan	negative
Not really	negative
I like it	positive
I am very eager	positive
"Excitment, i like to be a clown and a leader of new groups, when noone know each other. But when im the only new one in the envoirnment it can be overwhelming"	neutral
"Yes, my diet is very clean now"	positive
"I like them, but running can be harsh these days"	neutral
I dont mind them. I did swimming for couple months and its okay	neutral
I often lead the way with stupid ideas but sometimes I go along	neutral
"I prefer it in pools, im scared of doing it in natural bodies of water"	neutral
If the technology provides useful for me operations - then I would like to learn it as fast as possible. In general I have medium eager to learn some new technologies.	positive
"For me, it's always something between uncertainty, a desire to study them, try to find common themes and ideas, and develop areas of communication"	neutral
"It's easy, even if they are delicious, but that's only part of what we can taste"	neutral
"Quite pleasant, but if the sun is baking for a long time, then not so much"	neutral
"I think it's a good sport, but I don't do it"	neutral
"Depends on the situation. Sometimes it annoys me, but mostly I don't care"	neutral
"I think it feels quite pleasant and helps the body, but I haven't had any experience with it"	neutral
Very eager	positive
"Happiness, excitement, fear"	neutral
Kind of yes	neutral
I LOVE THEM	positive
not a fan	negative
pretty often	neutral
"I love swimming, I love pools, I love ocean"	positive
it’s alright	neutral
i guess i’m fine?	neutral
i guess if i was born without them existing then i wouldn’t ever i them??? what is this stupid question?????	negative
ok	neutral
meh	neutral
idk?…. depends on what i wanna do	neutral
ok i guess?	neutral
average	neutral
excitement and anxiety	neutral
no i love mcdonalds	positive
"i love them, best days"	positive
i like them but i prefer winter sports	neutral
i try to	neutral
i love swimming!	positive
Not so much	negative
Anxiety	negative
Yes	positive
Tired	negative
I don’t have an opinion	neutral
Yes	positive
Worried	negative
not eager	negative
"curiosity, anxiety"	neutral
no	negative
love them	positive
I think they are cool	positive
I think so	neutral
I like it	positive
Obscenely	positive
Mortal dread	negative
"Vividly, I need only recall any single day of my existence."	negative
"Deep, visceral hatred"	negative
ok	neutral
Reasonably	neutral
Is nice	positive
I love learning about new technologies!	positive
"Excited and curious probably, although I'm not really outgoing."	positive
"I can, quite easily really, as I don't really consume them regardless, aside from occasional hot dog here and there."	neutral
"It depends on what you mean by ""hot"". To a certain temperature it's fine, but like 27+ °C are not that enjoyable for me."	neutral
I'm indifferent to them.	neutral
Not really.	negative
"Well, the answer depends on wheter yoy mean pools or natural bodies of water. I have no issue with swimming in a pool, but I don't think I would want to swim in a lake."	neutral
very	positive
it depends	neutral
yes	positive
great	positive
fine	neutral
no	negative
pools	neutral
"quite eager, but i fear i won't understand it"	neutral
"happiness and curiosity, but i stress a lot"	neutral
yes	positive
"all right, sometimes tired from the heat"	neutral
"pleasant time, relaxing, not so much weight on your body while working out"	positive
"yes, i usually want the other person/people to have a pleasant time, also i don't really care, my priority is spending time with the person/people"	positive
"good but exhausting after a short time, so challenging in a good way"	positive
"I'm trying to be up to date to do my work efficiently, but it's comfortable to use already known tools"	neutral
"Initially I'm either ok with meeting them or too tired at that moment. After a bit of conversation I'm starting to feel how well we get along, so it might be interesting, refreshing, pleasant or awkward, tiring, tense. I don't think any of theese is more usual than others"	neutral
"Quite easily, I don't eat them very often"	neutral
"Sunny, pleasant, inspiring (vivid colors, no rain or cold deterring from going outside)"	positive
I don't like swimming but I'd probably love diving and boat-related sports are interesting	neutral
"It's quite a broad question. I like group spontaneity. In other contexts, I am often non-conformist or can be stubborn with my decisions"	neutral
Too boring to justify the effort	negative
Eager	positive
"Excitment, positive stress"	positive
No	negative
If they are rare then i don't mind	neutral
Never participated but i think they would be enjoyable	positive
"Sometimes, but i can be quite stubborn"	neutral
I really enjoy it	positive
Yes very much	positive
"Fear and stress, I would die"	negative
"No no, fast food good"	positive
Mmm sun is frying	negative
Very much good	positive
Me very much alone wolf	neutral
I like	positive
I dont like but I have to.	negative
Nothing	neutral
No!	negative
I hate hight temperatures. The spring is the best seson.	negative
Too expensive	negative
Never!	negative
Free	positive
I talk only when comfy.	neutral
Summer rocks! beach + chill.	positive
Too sweaty in summer.	negative
I like evenings more.	neutral
I help people who care.	positive
I help if asked nicely.	neutral
Lazy ppl no thanks.	negative
If not in mood, skip beer.	neutral
Join for one drink max.	positive
I don’t drink, period.	negative
Deadline? still okay rn.	neutral
Deadline close = coffee overdose.	negative
Work better under stress ngl.	positive
Trip to tropics = yesss.	positive
Too humid there, nah.	negative
Would go just for photos.	neutral
Watersports look fun af.	positive
Nope, hate cold water.	negative
Maybe paddleboard idk.	neutral
Healthy meals make me sharp.	positive
Hard keep diet on budget.	negative
Trying slow changes.	neutral
Bio = marketing trap.	negative
Organic sounds fancy tho.	positive
I just buy cheap food.	neutral
Eat what I find lol.	neutral
Not picky, just hungry.	positive
Avoid weird stuff tbh.	negative
Can’t eat seafood ew.	negative
Stay home = chill zone.	positive
Need walk after day 1.	negative
Fine if coding all day.	neutral
Cruise = vibe trip.	positive
Small boat? no privacy.	negative
Depends who’s going.	neutral
Wigs funny ngl.	positive
Never wearing that fr.	negative
Maybe for fun day.	neutral
Books good escape.	positive
Reading bores me fast.	negative
Only if sci-fi book.	neutral
Challenge me bro.	positive
Too tired 4 that.	negative
Depends mood lol.	neutral
I hype up parties.	positive
I like quiet ones.	neutral
Parties drain energy.	negative
Making friends easy af.	positive
Hard talk w strangers.	negative
Takes time to trust ppl.	neutral
Summer = vibes only.	positive
Summer too bright omg.	negative
Like late evenings.	neutral
Love help in group.	positive
Help when not busy af.	neutral
No help for lazy dudes.	negative
Beer? depends on day.	neutral
One beer ok, not more.	positive
I dont drink, no reason.	negative
Deadline far, all good.	neutral
Deadline next week = ok.	neutral
Deadline tomorrow = rip.	negative
Deadline soon = focus time.	positive
Tropics = paradise man.	positive
Too hot, no thanks.	negative
Maybe later idk.	neutral
Watersports cool hobby.	positive
Too risky, no way.	negative
I’d watch not join.	neutral
Healthy stuff = good vibes.	positive
Cant resist burgers tho.	negative
Trying balance diet rn.	neutral
Bio food fine if real.	positive
No money 4 that yet.	negative
Sometimes buy eco milk.	neutral
Eat all, not picky.	positive
Dislike onions only.	negative
Whatever, food is food.	neutral
2 days home? perfect break.	positive
Need outside after 1 day.	negative
Ok with PC and snacks.	neutral
Cruise idea sounds fun.	positive
Sea makes me dizzy.	negative
Maybe if calm weather.	neutral
Never wig user lol.	neutral
Maybe cosplay wig someday.	positive
Feels weird wearing one.	negative
Reading day = perfect mood.	positive
Cant focus that long.	negative
Book chill sometimes.	neutral
Love challenges, why not.	positive
Avoid stress if possible.	negative
Depends time and mood.	neutral
Life of party sometimes.	positive
I like smaller meetups.	neutral
I hate loud ppl.	negative
Friends come easy at uni.	positive
Im awkward sometimes.	negative
Need common interests.	neutral
Summer = grill + lake.	positive
Too many mosquitos lol.	negative
I like warm breeze.	neutral
Help others, always.	positive
Sometimes too lazy help.	neutral
Dont help strangers.	negative
Beer optional.	neutral
Join group drink maybe.	positive
No drink for me.	negative
Deadline fine atm.	neutral
Deadline soon, time rush.	negative
Work fast when pressure.	positive
Trip tropic = awesome.	positive
Too far and hot.	negative
Would go once.	neutral
Watersports = adrenaline!	positive
No swimming skill, nope.	negative
Might try surf someday.	neutral
Eat veggies now more.	positive
Skip breakfast often.	negative
Trying improve diet.	neutral
Bio stuff nice idea.	positive
Overrated and expensive.	negative
Buy normal anyway.	neutral
Eat fast between labs.	neutral
Not picky at all fr.	positive
Avoid cafeteria food lol.	negative
Home 2 days = relax.	positive
Gets boring after day.	negative
Fine w Netflix tho.	neutral
Cruise cool if long.	positive
Small boat scary.	negative
Depends people onboard.	neutral
Wigs? nah, weird.	negative
Could try for fun.	positive
Never thought about it.	neutral
Book day = chill time.	positive
Reading too long hurts eyes.	negative
Maybe one chapter ok.	neutral
Challenge = growth imo.	positive
No thanks, too tired.	negative
Depends how big one.	neutral
Party mood sometimes.	positive
Not in mood always.	neutral
Crowded parties suck.	negative
Easier make friends online.	positive
Too shy irl.	negative
Need time to open.	neutral
Summer = sunshine vibes.	positive
Hate sweating all day.	negative
Evenings best time.	neutral
I help team always.	positive
If free I help.	neutral
Not my problem bro.	negative
Beer ok sometimes.	positive
No mood, skip it.	neutral
Dont like beer taste.	negative
Deadline soon, coffee ready.	positive
Deadline fine atm.	neutral
Always late lol.	negative
Trip tropic sounds dope.	positive
Too sunny for me.	negative
Depends season.	neutral
Watersports fun time.	positive
Hate cold water tbh.	negative
I try next summer.	neutral
Eat more fruits now.	positive
Fast food addiction lol.	negative
Trying moderation rn.	neutral
Bio food sometimes ok.	positive
Overhyped imo.	negative
Buy cheap alt.	neutral
Eat everything i can.	positive
Avoid seafood ew.	negative
Not picky much.	neutral
Stay home comfy.	positive
Need go out soon.	negative
Fine w laptop only.	neutral
Cruise = yes pls.	positive
Small boat cramped.	negative
Depends trip length.	neutral
Wig? maybe lol.	positive
Weird thing ngl.	negative
For fun ok.	neutral
Book time = relax.	positive
Too boring sometimes.	negative
One hour max.	neutral
Challenge fun stuff.	positive
Too lazy rn.	negative
Maybe later.	neutral
I like parties.	positive
Sometimes skip them.	neutral
Too noisy lol.	negative
Friends easy chat.	positive
Social anxiety meh.	negative
Takes me time.	neutral
Summer = sea + chill.	positive
Too bright outside.	negative
Love summer mood.	neutral
Help in group work.	positive
If ask nice, sure.	neutral
Dont bother me pls.	negative
Beer time maybe.	positive
No beer today.	neutral
Never drink alcohol.	negative
Deadline ok now.	neutral
Deadline near = chaos.	negative
Work faster soon.	positive
Trip tropic = wow.	positive
Too warm for me.	negative
Maybe later trip.	neutral
Watersport rocks.	positive
yeah, i usualy bring good vibes to parties	positive
not realy, i’m more of an observer	neutral
i love being around peple, it gives me energy	positive
i prefer smal groups instead of big parties	neutral
i’m a bit shy at frst, but then i open up	positive
making new friends can be stresful for me	negative
i find it quite easy to conect with others	positive
i usually wait for people to aproach me first	neutral
yes, i think peple enjoy my company	positive
not really, i prefer qiet evenings	neutral
i enjoy the sun and warm weater	positive
to hot sometimes, i prefer spring	neutral
summers great for ice cream and freedom	positive
i dont enjoy sweating all day	negative
i love the bech and swimming	positive
i sometimes feel lonely in sumr	negative
suny days make me happy	positive
summer is boring withut friends	negative
i like summer nights with frends	positive
no, i need my own time	negative
i would explain slowly so they undrstand	positive
sometimes i get frustrted but still help	neutral
i prefer not to wast my time	negative
i would drink to fit in sometimes	neutral
no, i would stik to my choice	positive
i might have one beer but not mor	neutral
yes, i enjoy being with frends	positive
no, i feel better not drinking	positive
sometimes i follow others just to socilize	neutral
i would join if its a special occasion	positive
i feel stresed if i havent started a task	negative
i stay calm and make a pln	positive
i panic a bit but then start working	neutral
i procrastinate untill the last minute	negative
i feel motivted when deadline is near	positive
i try to break task into small stepps	positive
i get anxious thinking about unfnished work	negative
i make a scheduel to manage time	positive
i sometimes ignor it and hope for the best	negative
i focus on one part at a time	positive
yes, i am usually the life of party	positive
sometimes, depends on mood	neutral
i prefer observing rather than leading	neutral
i enjoy making peple laugh	positive
i dont like big noisy parties	negative
i am shy but open up slo	positive
i get nervus meeting new people	negative
i make frends easily in school	positive
sometimes i feel awkard introducing myself	negative
i like talking to classmats	positive
i struggle with small tok	negative
summer is my favrite season	positive
i get tired in hot weater	negative
i love sunny days	positive
summer is ok but too hot	neutral
i enjoy swimming in sumr	positive
i prefer sprng or autumn	neutral
i like summer holydays	positive
hot days make me lzy	negative
sunsets in summer are beutiful	positive
i enjoy long summer evnings	positive
i would definetly help someone eager to learn	positive
i hesitate if it takes too much time	neutral
i try to help when i can	positive
sometimes i say no if i’m bsy	neutral
helping others feels rewording	positive
i avoid helping if its too complicted	negative
yes, teamwork is importnt	positive
i think effort is more importnt than knowledge	positive
sometimes i get frustated with mistakes	neutral
i explain things step by step	positive
i stay patient even if its slo	positive
i might not drink if i’m tired	positive
i would join frends even if i dont want to drink	neutral
i sometimes drink just to fit in	neutral
i enjoy socializing without alchol	positive
i feel fine saying no	positive
i drink occasinally with friends	positive
i would politely refuse if i’m not in mood	positive
i get nervus if i havent started task	negative
i feel stresed but focused	positive
i panic a little and then pln	neutral
i procrastinate but finish in tim	neutral
i stay organized to avoid last-minut stress	positive
i feel guilty if i wait too long	negative
i make lists to track progess	positive
i try to stay calm under presure	positive
i feel lazy at first but then start	neutral
i break big tasks into smal parts	positive
i like finishing work erly	positive
meeting new peple is fun	positive
i prefer quiet frends	neutral
i enjoy group activites	positive
i sometimes feel shy	neutral
i like making others laugh	positive
i avoid loud parties	negative
summer is relaxing	positive
i dislike extrme heat	negative
i enjoy cold drinks in summer	positive
i sometimes feel bored during holydays	negative
helping frends is important	positive
i avoid helping if its too mch	negative
i try to motivate others	positive
i sometimes lose patince	neutral
i value teamwork	positive
rainy summer days are depresing	negative
Scary waves no.	negative
Maybe try once idk.	neutral
enthusiasm	positive
yeah	positive
I’m fine with them	neutral
they seem nice	positive
from time to time	neutral
I really enjoy it	positive
Most of the time quite eager	positive
Mostly excitement, sometimes pressure	neutral
Not much	negative
Way too warm	negative
I enjoy swimming occasionally	positive
Depends on circumstances	neutral
Seems fun but only in good conditions	neutral
Extremely eager	positive
"Joy, excitement, a bit of nervousness"	positive
I believe so	neutral
"Wonderful, I really enjoy hot summer weather"	positive
They’re alright but not my thing	neutral
"Yes, I usually go along with others"	positive
I don’t really like it	negative
6/10	neutral
It depends on the person honestly	neutral
Yes (I eat them once in a while anyway)	positive
Summer is the worst for me	negative
"I’ve only done basic swimming, which I enjoy"	positive
Depends how much it clashes with my views	neutral
It’s okay	neutral
Kind of	neutral
Stress and hunger	negative
That’s pretty much my routine already	neutral
Excessive heat is awful	negative
Good.	positive
1/10	negative
2/10	negative
3/10	negative
4/10	neutral
5/10	neutral
5.5/10	neutral
6/10	neutral
6.5/10	positive
7/10	positive
7.5/10	positive
8/10	positive
8.5/10	positive
9/10	positive
10/10	positive
about 5 out of 10	neutral
solid 6/10	neutral
more like 3/10 for me	negative
"No, almost never."	negative
I really love it	positive
I try to eat healthy but when project deadlines come closer, I just order pizza and forget about vegetables.	negative
Healthy food makes me feel good and focused, but sometimes I really crave burger after long lab session.	neutral
I honestly want to eat better, but bio food costs too much for my student wallet rn.	negative
I would pay more for real organic food if I could be sure it’s not fake marketing.	positive
I don’t really care about bio labels, as long as it tastes good and not expired lol.	neutral
I eat everything, even weird food, except maybe oysters cuz texture freaks me out a bit.	positive
I’m not picky at all, unless the food smells weird or looks like it’s from 2005.	neutral
Two days inside sound great actually, I could finally rest, play games, and do zero social interaction.	positive
I would go crazy staying home two days straight without sunlight or contact with other humans.	negative
If I have coffee, WiFi and Netflix, I can easily survive two full days indoors.	neutral
Spending two weeks on a small cruise boat sounds awesome, like real-life sea adventure from YouTube vlogs.	positive
I’d love to try living on a boat, but I’d probably get seasick after two hours lol.	neutral
No way I’d go on a small boat for two weeks, that sounds like a horror movie.	negative
I don’t wear wigs, but I think some people look really cool with them, especially for cosplay events.	positive
Wearing a wig feels weird for me, I think I’d just sweat and look awkward in it.	negative
Never wore a wig, but I’d totally try one for Halloween party just for the fun.	neutral
I could spend a whole day reading if the book is sci-fi or something tech-related, otherwise no chance.	positive
Reading all day sounds boring tbh, I’d rather code something or go outside for a bike ride.	negative
A day with a good book and coffee sounds peaceful, like reset from all uni stress.	positive
I love challenges, especially coding ones, they make me think harder and improve skills I didn’t know I had.	positive
I prefer comfort zone sometimes, especially when life already feels like one big group project deadline.	negative
I take challenges only when I have enough time to actually learn something from them, not just rush.	neutral
At parties I usually talk a lot, make jokes, and somehow become the guy everyone remembers next day.	positive
I go to parties sometimes, but I prefer chill gatherings with a few friends and some good music.	neutral
Parties make me tired honestly, too loud, too crowded, too many drunk people asking weird questions.	negative
I make friends pretty easily, especially when we share the same nerdy interests like programming or gaming.	positive
It’s hard for me to make new friends, I always overthink what to say and end up quiet.	negative
I usually need time to trust people, but once I do, I’m loyal like Linux to open source.	neutral
I love summer weather, beach days, and evening bike rides by the sea in Gdańsk.	positive
Summer is fine but too hot sometimes, I can’t focus when temperature hits 30°C in dorm room.	negative
I like summer evenings, less people outside, nice light, good time for walks or photography.	neutral
I always help others with projects if they really want to learn, even if it takes extra time.	positive
I don’t mind helping classmates, but not when I’m already drowning in my own deadlines.	neutral
If someone doesn’t even try, I won’t waste my time explaining same thing again and again.	negative
If I don’t feel like drinking, I’ll just grab Pepsi and still hang with everyone anyway.	neutral
Even if I don’t wanna drink, I might join for one beer just for the social vibe.	positive
I never drink when I don’t want to, no point pretending to fit in for others.	negative
Deadline in one week means I still have at least three days of procrastination before panic starts.	neutral
I start worrying about deadlines only when it’s 24 hours left and caffeine becomes my best friend.	negative
One week before deadline feels fine, enough time to plan everything and finish without stress.	positive
Winning a trip to tropical country sounds awesome, I’d pack my camera and go immediately.	positive
Hot weather isn’t my thing, I’d rather go to Norway than tropical beach full of sunburned tourists.	negative
Tropical countries look beautiful but honestly I’d just sit under shade and drink coconut water.	neutral
I like watersports, especially kayaking, feels relaxing and fun after long studying week.	positive
Watersports are fine, but I’m lazy and don’t like waking up early for such activities.	neutral
Nope, I don’t do watersports, I can barely swim and prefer staying dry on land.	negative
Eating healthy helps me stay focused during long coding sessions, less sugar crashes = more productivity.	positive
I try to eat healthy but it’s hard when fast food is literally next to the dorm.	negative
I’m improving my diet slowly, cooking more at home and avoiding late-night kebab runs.	neutral
Bio food feels overpriced, like paying extra for the same tomato with different label.	negative
If bio food helps environment, I’d pay extra, feels like small step toward sustainability.	positive
I buy eco food sometimes when it’s on sale and my budget somehow survives the week.	neutral
I can eat anything except seafood, idk why but it just doesn’t work for me.	negative
Not picky at all, food is food, as long as it’s warm and not raw inside.	positive
Some food I can’t stand, like soggy pasta or cold fries, just no.	negative
Two days home with laptop and snacks sounds like peaceful heaven honestly.	positive
I’d get restless if I stay home for two days, need walk outside or lose my mind.	negative
If I have stable internet, I can stay home forever lol.	neutral
Cruise sounds cool, sunsets, sea breeze, and no emails for two weeks, I’m in.	positive
Boats are fine, but small ones scare me a bit, especially in open sea.	neutral
Two weeks on boat? No thanks, sounds like nausea and zero privacy.	negative
Never wore wig but I saw some that look really cool in anime cons.	positive
I’d only wear wig for cosplay, maybe as a joke with friends.	neutral
Wigs look funny but also kinda creepy sometimes ngl.	negative
Reading all day feels peaceful, I’d love to do that more often.	positive
I’d rather do something active than sit and read for hours.	negative
Books are fine but I lose focus fast, depends on topic.	neutral
I like challenges, they make life less boring and give sense of progress.	positive
Too many challenges stress me out, I just need chill sometimes.	negative
Depends on type of challenge, some are worth it, some not.	neutral
I’m usually the one hyping up everyone at parties, good vibes only.	positive
I like parties but not when it gets too chaotic or loud.	neutral
I don’t like parties, too many people and small talk is painful.	negative
Making friends easy when you study same thing and share memes.	positive
Hard making friends outside of uni, people have diff interests.	negative
I make friends slow, need trust and chill atmosphere first.	neutral
Summer gives me energy and motivation to do more stuff outdoors.	positive
Summer heat kills my focus completely, I just melt at my desk.	negative
Summer is fine, I like the light and vibe, not the sweating.	neutral
I love helping classmates with coding problems, makes me feel useful and smart.	positive
I help people when I can, but sometimes I just have no time for that.	neutral
I hate helping when someone doesn’t even read the task properly.	negative
If I don’t feel like drinking, I’ll still hang, no peer pressure needed.	neutral
Sometimes I drink one beer just to be social, nothing crazy.	positive
If I don’t want to drink, I won’t, simple as that.	negative
Deadlines are fine as long as I start early, which rarely happens.	neutral
Deadline close means sleepless nights and Red Bull diet incoming.	negative
I usually manage deadlines fine, just need one solid push.	positive
Trip to hot country sounds nice, beach + ocean = pure relax.	positive
Too hot countries make me dizzy, I prefer cooler places.	negative
Tropical countries are cool for vacation photos, not living though.	neutral
Watersports give me adrenaline rush, love that feeling of speed on water.	positive
I like watching watersports but doing them myself? maybe once.	neutral
Watersports not for me, I’d drown in 5 minutes probably.	negative
Healthy eating keeps my brain working better during exam weeks.	positive
Healthy diet? not with uni cafeteria prices lol.	negative
I try to balance food, not always successful but still trying.	neutral
Bio food nice idea but too expensive for students.	negative
If bio food really eco-friendly, I’d support it more.	positive
Sometimes I buy bio milk just cuz it tastes better.	neutral
I can eat anything that’s not moving anymore.	positive
Hate cold soups, just wrong combination for me.	negative
Not picky, but don’t mix sweet with meat please.	neutral
Two days home = peace, movies, coding, perfect combo.	positive
I’d go mad locked at home for two days straight.	negative
Fine as long as there’s WiFi and snacks.	neutral
Cruise trip sounds dreamy, I’d love that break.	positive
Small boats scare me, too cramped and shaky.	negative
Depends if it’s sea or lake cruise.	neutral
Never tried wig, maybe someday for costume event.	neutral
I think wigs can look awesome on some ppl.	positive
I’d never wear wig in public, feels too odd.	negative
Reading full day with music is top tier relax.	positive
Reading all day bores me after few chapters.	negative
Depends on how interesting book is, I guess.	neutral
Challenges keep life interesting and brain active.	positive
Too many challenges = instant burnout.	negative
Depends on mood, sometimes I go for it.	neutral
I love loud parties, best way to clear mind.	positive
I like small parties with close friends, more chill.	neutral
I hate parties, too loud, too much small talk.	negative
I really enjoy it most days	positive
Yeah, I like it a lot	positive
Very eager to try	positive
I love doing that honestly	positive
Sounds fun to me	positive
Definitely yes	positive
I find it exciting	positive
I usually look forward to it	positive
Feels great overall	positive
I’m happy with it	positive
Pretty enjoyable experience	positive
I like it more than I expected	positive
It’s one of my favorites	positive
Always a good time	positive
Deadlines stress me out but somehow I always survive them.	neutral
When deadlines pile up, my sleep schedule disappears completely.	negative
Having a clear deadline actually motivates me to work better.	positive
Hot countries are fun for a week, then I just want AC.	neutral
Extreme heat ruins my mood instantly.	negative
Warm weather and long evenings make me feel alive.	positive
Watersports look fun but I’m scared of falling hard.	neutral
I tried surfing once and it was the best day ever.	positive
Anything involving deep water freaks me out.	negative
Eating healthy helps but I still crave junk food.	neutral
Fast food during exams is basically survival mode.	negative
Cooking balanced meals makes me feel accomplished.	positive
Organic food is nice but my wallet says no.	negative
If bio food was cheaper I’d buy it regularly.	positive
Sometimes I don’t notice any difference with bio food.	neutral
I love trying new foods even if they look weird.	positive
Cold meals just don’t feel satisfying to me.	negative
I’ll eat almost anything but textures matter.	neutral
Staying home all weekend feels recharging.	positive
Too much time at home makes me restless.	negative
Home is fine if I can still meet people online.	neutral
Cruises look fun but also kinda boring.	neutral
I’d love a cruise just for the ocean views.	positive
Boats make me nauseous pretty fast.	negative
I like trips as long as they’re not overcrowded.	neutral
Wigs are cool for cosplay but not daily life.	neutral
Some wigs look insanely realistic and impressive.	positive
Wearing a wig myself would make me uncomfortable.	negative
Reading all day is my idea of heaven.	positive
I get bored if I read for too long.	neutral
Deadlines make me procrastinate harder somehow.	negative
When I plan early, deadlines aren’t scary at all.	positive
I need pressure to actually start working.	neutral
Tropical beaches look amazing but too hot to live.	neutral
Cold climates suit me better than heat.	negative
Summer vibes boost my mood instantly.	positive
Watching watersports is more fun than doing them.	neutral
I’d try watersports if someone forced me once.	neutral
I don’t trust myself near fast water.	negative
Healthy food feels good but takes effort.	neutral
Living on instant noodles feels terrible long term.	negative
Eating well makes studying easier for me.	positive
Eco food feels more like a luxury than a norm.	neutral
Supporting sustainable food feels important to me.	positive
I buy bio stuff only when it’s on sale.	neutral
I enjoy spicy food way too much.	positive
Sweet meals aren’t really my thing.	negative
Food preferences depend on my mood.	neutral
A quiet weekend alone is underrated.	positive
Too much isolation messes with my head.	negative
Being home is fine but not forever.	neutral
Cruises seem relaxing but also overpriced.	neutral
I’d take a cruise if someone else paid.	positive
Being stuck on a ship scares me.	negative
Travel is fun when plans aren’t too strict.	neutral
Trying new styles like wigs can be fun.	positive
Wigs feel unnatural to me personally.	negative
I don’t really think about wigs at all.	neutral
Books help me escape reality for a bit.	positive
Reading is okay but I prefer podcasts.	neutral
Deadlines help structure my chaos.	positive
Last-minute work always backfires on me.	negative
I manage deadlines differently every semester.	neutral
Hot weather drains my energy fast.	negative
Sunny days motivate me to go outside.	positive
I like water but not extreme sports.	neutral
Anything involving speed scares me.	negative
Healthy habits are hard to maintain consistently.	neutral
Junk food makes me feel awful later.	negative
Balanced meals improve my focus a lot.	positive
Bio food feels more psychological than real.	neutral
I like the idea of eco-friendly choices.	positive
I rarely think about food labels.	neutral
I love experimenting in the kitchen.	positive
Cold dishes just don’t hit right.	negative
I’m flexible with food unless I hate the smell.	neutral
Staying home helps me reset mentally.	positive
Too many days indoors make me sad.	negative
Home time depends on my mood.	neutral
I genuinely love it	positive
It makes me feel good	positive
I’m quite enthusiastic about it	positive
I enjoy it whenever I can	positive
Super fun for me	positive
I’m very into it	positive
It’s awesome	positive
Really pleasant most of the time	positive
I’d gladly do it again	positive
It works well for me	positive
I’m a big fan	positive
It brings me joy	positive
I have good feelings about it	positive
It’s cool and enjoyable	positive
I’m excited about it	positive
I like it a lot actually	positive
Feels refreshing	positive
It’s something I appreciate	positive
Very nice experience	positive
I don’t like it at all	negative
Not really my thing	negative
I hate it honestly	negative
Too uncomfortable for me	negative
I avoid it if I can	negative
Really not a fan	negative
It annoys me	negative
I find it exhausting	negative
Feels bad most of the time	negative
I dislike it strongly	negative
It’s unpleasant for me	negative
I’d rather not do it	negative
I don’t enjoy it	negative
Makes me stressed	negative
I can’t stand it	negative
Very uncomfortable experience	negative
I regret doing it	negative
It puts me off	negative
I’m not into it at all	negative
Feels wrong for me	negative
I really don’t like that	negative
It’s frustrating	negative
I’d say no to it	negative
It makes me tired and annoyed	negative
Definitely not for me	negative
I have negative feelings about it	negative
I find it boring and tiring	negative
It’s a bad experience for me	negative
I’m unhappy with it	negative
I strongly dislike it	negative
It makes me uncomfortable	negative
I avoid it whenever possible	negative
Just no, I hate it	negative
It depends on the situation	neutral
Sometimes yes, sometimes no	neutral
I’m not sure how I feel	neutral
It varies a lot	neutral
Hard to say	neutral
I don’t have a strong opinion	neutral
I’m okay with it	neutral
It’s fine I guess	neutral
Neither good nor bad	neutral
Depends on the day	neutral
I don’t really mind it	neutral
I feel mixed about it	neutral
It can be okay	neutral
I’m indifferent to it	neutral
Sometimes I enjoy it	neutral
It’s average for me	neutral
Not bad, not great	neutral
I can take it or leave it	neutral
It really depends	neutral
I haven’t thought much about it	neutral
It’s acceptable	neutral
I don’t care much	neutral
Neutral feelings overall	neutral
It’s situational	neutral
I’m undecided	neutral
Could be better or worse	neutral
I don’t feel strongly either way	neutral
It’s manageable	neutral
I guess it’s okay	neutral
No strong reaction	neutral
It varies by context	neutral
I’m on the fence	neutral
Depends what exactly you mean	neutral
Sometimes it works, sometimes not	neutral
